MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,SES,CLUSTER_CODE,INCOME_GROUP,MOR_HIT_RATE,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_CARD_GIFT,URBANICITY_e,DONOR_GENDER_e,OVERLAY_SOURCE_e,RECENCY_STATUS_96NK_e,DONATION_TYPE
89.0,56.967214267408345,0.0,3.0,31.0,2.801634926652183,0.0,750.0,170.0,10.0,10765.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,20.5,0.14300000000000002,31.0,2.0,1.0,17.0,22.0,54.0,128.0,6.0,21.33,21.0,10.0,6.0,13.0,17.0,81.0,3.0,0.0,0.0,2.0,0.0,D
137.0,76.0,0.0,3.0,32.0,4.0,19.0,536.0,261.0,75.0,8438.0,0.0,24.0,65.0,29.0,1.0,9.0,1.0,0.118,10.0,0.14300000000000002,10.0,2.0,1.0,15.0,28.0,72.0,89.0,18.0,4.94,7.0,10.0,3.0,11.0,15.0,125.0,13.0,0.0,0.0,0.0,1.0,D
29.0,68.0,0.0,2.0,27.0,5.0,1.0,616.0,324.0,75.0,15746.0,4.0,36.0,57.0,47.0,1.0,0.0,3.0,0.308,8.5,0.333,8.0,4.0,2.0,19.0,10.0,24.0,34.0,4.0,8.5,6.0,11.0,6.0,14.0,19.0,27.0,2.0,0.0,0.0,0.0,0.0,E
53.0,43.96776487586021,0.0,2.0,39.0,2.2726445211772037,0.0,0.0,0.0,0.0,0.0,93.0,4.0,18.0,1.0,1.0,1.0,4.0,0.182,9.5,0.273,6.0,4.0,3.0,15.0,20.0,46.0,66.0,11.0,6.0,18.0,10.0,7.0,14.0,15.0,53.0,6.0,3.0,0.0,2.0,4.0,E
41.0,66.0,0.0,2.0,39.0,4.0,0.0,596.0,301.0,76.0,10405.0,12.0,42.0,60.0,5.0,0.0,0.0,4.0,0.235,11.75,0.125,10.0,4.0,1.0,15.0,12.0,27.0,57.0,5.0,11.4,3.0,12.0,6.0,12.0,15.0,34.0,1.0,3.0,0.0,0.0,0.0,D
65.0,51.0,0.0,1.0,15.0,6.0,1.0,777.0,297.0,17.0,24342.0,0.0,37.0,32.0,31.0,0.0,0.0,2.0,0.16699999999999998,14.33,0.25,14.0,3.0,2.0,17.0,17.0,43.0,79.0,6.0,13.17,5.0,15.0,6.0,14.0,17.0,56.0,3.0,2.0,1.0,0.0,0.0,C
77.0,66.0,0.0,1.0,12.0,5.0,6.0,685.0,435.0,83.0,14810.0,3.0,48.0,81.0,8.0,1.0,12.0,1.0,0.1,20.5,0.2,20.5,2.0,2.0,21.0,22.0,61.0,134.0,9.0,14.89,16.0,21.0,6.0,14.0,21.0,76.0,7.0,2.0,1.0,0.0,0.0,C
41.0,51.0,0.0,1.0,14.0,5.0,7.0,1299.0,577.0,94.0,19461.0,0.0,36.0,57.0,11.0,1.0,0.0,4.0,0.316,4.33,0.556,4.2,6.0,5.0,16.0,15.0,36.0,32.0,8.0,4.0,2.0,4.0,6.0,13.0,16.0,45.0,7.0,2.0,0.0,0.0,0.0,D
137.0,49.0,0.0,1.0,12.0,7.0,0.0,810.0,408.0,88.0,15766.0,1.0,28.0,51.0,22.0,0.0,0.0,1.0,0.056,20.0,0.0,0.0,1.0,0.0,25.0,25.0,60.0,77.0,6.0,12.83,15.0,20.0,4.0,9.0,25.0,111.0,3.0,2.0,0.0,0.0,0.0,B
41.0,50.0,0.0,2.0,16.0,5.0,10.0,761.0,311.0,60.0,12965.0,3.0,45.0,57.0,21.0,0.0,0.0,2.0,0.16699999999999998,14.0,0.222,11.0,3.0,2.0,23.0,13.0,31.0,72.0,6.0,12.0,10.0,10.0,6.0,13.0,18.0,35.0,2.0,2.0,0.0,0.0,0.0,C
29.0,69.0,0.0,1.0,24.0,5.0,0.0,688.0,402.0,94.0,16158.0,2.0,33.0,24.0,53.0,1.0,1.0,4.0,0.25,8.0,0.28600000000000003,8.0,4.0,2.0,19.0,11.0,27.0,47.0,5.0,9.4,10.0,15.0,6.0,13.0,17.0,32.0,2.0,0.0,1.0,0.0,4.0,E
89.0,63.40727030981336,0.0,3.0,30.0,1.0,0.0,391.0,214.0,74.0,9853.0,0.0,24.0,18.0,37.0,0.0,0.0,2.0,0.14300000000000002,20.0,0.0,0.0,2.0,0.0,16.0,18.0,49.0,70.0,5.0,14.0,10.0,20.0,5.0,12.0,16.0,80.0,3.0,0.0,0.0,3.0,0.0,D
41.0,64.0,0.0,2.0,49.0,3.0,8.0,490.0,328.0,75.0,11313.0,0.0,27.0,28.0,31.0,0.0,0.0,1.0,0.136,18.67,0.182,23.0,3.0,2.0,20.0,17.0,42.0,98.0,5.0,19.6,20.0,20.0,6.0,13.0,20.0,44.0,2.0,1.0,0.0,0.0,0.0,B
89.0,67.0,0.0,1.0,35.0,7.0,6.0,869.0,426.0,86.0,17534.0,0.0,30.0,46.0,19.0,1.0,1.0,2.0,0.15,9.33,0.2,9.0,3.0,2.0,22.0,24.0,60.0,87.0,12.0,7.25,7.0,10.0,6.0,13.0,22.0,88.0,8.0,3.0,0.0,0.0,4.0,D
89.0,73.0,0.0,3.0,51.0,1.0,0.0,381.0,219.0,67.0,8259.0,0.0,34.0,26.0,28.0,1.0,1.0,2.0,0.263,10.8,0.273,10.0,5.0,3.0,18.0,25.0,62.0,145.0,16.0,9.06,9.0,14.0,6.0,15.0,18.0,80.0,8.0,1.0,0.0,0.0,4.0,D
29.0,45.0,0.0,2.0,43.0,5.0,0.0,237.0,236.0,71.0,9638.0,0.0,26.0,48.0,34.0,1.0,0.0,3.0,0.308,11.0,0.5,8.0,4.0,3.0,16.0,10.0,27.0,44.0,4.0,11.0,15.0,12.0,6.0,16.0,16.0,29.0,3.0,1.0,1.0,3.0,0.0,C
41.0,65.98008390482197,0.0,2.0,16.0,2.0,28.0,689.0,313.0,89.0,12601.0,8.0,51.0,16.0,68.0,1.0,0.0,3.0,0.15,14.0,0.111,7.0,3.0,1.0,22.0,14.0,33.0,79.0,6.0,13.17,20.0,25.0,6.0,13.0,18.0,42.0,2.0,2.0,0.0,1.0,0.0,B
77.0,70.0,0.0,2.0,16.0,5.0,7.0,689.0,313.0,89.0,12601.0,8.0,51.0,16.0,68.0,0.0,0.0,1.0,0.105,15.0,0.0,0.0,2.0,0.0,18.0,17.0,42.0,72.0,6.0,12.0,12.0,15.0,5.0,12.0,18.0,75.0,2.0,2.0,0.0,0.0,0.0,C
113.0,57.0,0.0,2.0,17.0,5.0,5.0,824.0,348.0,43.0,14663.0,18.0,30.0,51.0,11.0,0.0,0.0,1.0,0.053,15.0,0.0,0.0,1.0,0.0,25.0,23.0,54.0,55.0,6.0,9.17,12.0,15.0,4.0,9.0,25.0,107.0,2.0,2.0,1.0,0.0,0.0,D
17.0,39.0,0.0,2.0,17.0,4.0,0.0,824.0,348.0,43.0,14663.0,18.0,30.0,51.0,11.0,0.0,0.0,2.0,0.2,15.0,0.5,15.0,1.0,1.0,16.0,6.0,16.0,25.0,2.0,12.5,5.0,10.0,5.0,14.0,15.0,16.0,1.0,2.0,1.0,3.0,2.0,B
29.0,57.27494383281999,0.0,2.0,47.0,3.62089999651504,0.0,728.0,172.0,81.0,8494.0,0.0,43.0,29.0,43.0,0.0,0.0,1.0,0.222,12.5,0.4,12.5,2.0,2.0,17.0,8.0,17.0,25.0,2.0,12.5,5.0,15.0,4.0,11.0,17.0,30.0,2.0,1.0,1.0,2.0,0.0,C
29.0,36.0,0.0,1.0,35.0,2.0,0.0,880.0,412.0,88.0,18480.0,2.0,32.0,29.0,26.0,1.0,1.0,4.0,0.5,8.13,0.5,8.0,8.0,4.0,16.0,12.0,28.0,68.0,9.0,7.56,7.0,10.0,6.0,13.0,16.0,33.0,4.0,3.0,1.0,3.0,4.0,D
137.0,64.89786878106186,0.0,1.0,42.0,3.986026765244828,0.0,1060.0,313.0,80.0,17255.0,2.0,39.0,22.0,47.0,1.0,1.0,3.0,0.222,4.5,0.333,4.0,4.0,3.0,18.0,30.0,70.0,99.0,20.0,4.95,4.0,6.0,5.0,11.0,18.0,127.0,13.0,1.0,0.0,2.0,4.0,E
41.0,83.0,0.0,1.0,11.0,5.0,0.0,1082.0,369.0,46.0,20355.0,5.0,28.0,39.0,32.0,0.0,0.0,1.0,0.071,16.0,0.2,16.0,1.0,1.0,21.0,10.0,29.0,26.0,2.0,13.0,6.0,16.0,4.0,10.0,21.0,45.0,2.0,2.0,0.0,3.0,0.0,A
65.0,76.0,0.0,1.0,24.0,2.0,8.0,891.0,489.0,91.0,26220.0,0.0,35.0,24.0,41.0,1.0,1.0,3.0,0.333,5.38,0.4,7.5,4.0,2.0,15.0,15.0,41.0,38.5,9.0,4.28,8.5,5.0,5.0,11.0,15.0,65.0,5.0,0.0,1.0,0.0,4.0,E
137.0,45.0,0.0,2.0,40.0,5.0,1.0,1056.0,405.0,77.0,15432.0,0.0,12.0,0.0,56.0,1.0,1.0,2.0,0.14300000000000002,13.0,0.16699999999999998,16.0,2.0,1.0,21.0,23.0,59.0,50.25,14.0,3.59,14.75,16.0,5.0,12.0,21.0,123.0,10.0,3.0,0.0,0.0,4.0,B
101.0,60.0,0.0,2.0,39.0,4.0,8.0,441.0,246.0,65.0,8328.0,0.0,20.0,46.0,36.0,1.0,1.0,2.0,0.267,7.75,0.444,7.75,4.0,4.0,17.0,24.0,63.0,79.0,11.0,7.18,8.0,10.0,6.0,13.0,17.0,97.0,8.0,3.0,0.0,0.0,4.0,E
41.0,72.0,0.0,2.0,36.0,4.0,8.0,517.0,197.0,77.0,11616.0,0.0,50.0,23.0,65.0,0.0,0.0,1.0,0.125,10.0,0.16699999999999998,5.0,2.0,1.0,19.0,8.0,24.0,25.0,3.0,8.33,10.0,15.0,2.0,6.0,19.0,41.0,2.0,3.0,0.0,0.0,0.0,C
77.0,64.0,0.0,3.0,41.0,2.0,0.0,383.0,76.0,31.0,5990.0,0.0,5.0,0.0,99.0,0.0,0.0,1.0,0.1,20.0,0.0,0.0,2.0,0.0,18.0,18.0,47.0,61.0,5.0,12.2,15.0,20.0,6.0,13.0,18.0,68.0,2.0,3.0,0.0,0.0,0.0,B
137.0,62.0,0.0,1.0,35.0,6.0,0.0,781.0,357.0,86.0,13977.0,3.0,46.0,28.0,36.0,1.0,3.0,1.0,0.14300000000000002,12.0,0.2,13.0,3.0,2.0,23.0,31.0,67.0,114.0,13.0,8.77,11.0,16.0,6.0,12.0,23.0,128.0,7.0,3.0,1.0,0.0,0.0,B
17.0,52.0,0.0,2.0,47.0,2.0,3.0,475.0,285.0,85.0,9446.0,1.0,21.0,29.0,32.0,0.0,0.0,1.0,0.16699999999999998,25.0,0.0,0.0,1.0,0.0,20.0,6.0,15.0,25.0,1.0,25.0,0.0,25.0,5.0,10.0,20.0,20.0,0.0,1.0,1.0,0.0,2.0,B
65.0,73.0,0.0,2.0,36.0,2.0,0.0,788.0,225.0,73.0,12754.0,1.0,41.0,21.0,47.0,1.0,1.0,3.0,0.333,7.43,0.4,7.5,7.0,4.0,20.0,19.0,50.0,129.0,19.0,6.79,6.0,7.0,4.0,12.0,20.0,56.0,7.0,3.0,1.0,3.0,4.0,E
41.0,72.0,0.0,2.0,48.0,2.0,14.0,714.0,191.0,56.0,9798.0,3.0,18.0,10.0,56.0,1.0,1.0,4.0,0.353,5.0,0.333,5.0,6.0,3.0,18.0,15.0,36.0,40.0,8.0,5.0,0.0,5.0,6.0,14.0,18.0,45.0,4.0,1.0,0.0,0.0,4.0,E
29.0,53.0,0.0,2.0,36.0,7.0,0.0,2817.0,767.0,97.0,39319.0,3.0,48.0,28.0,39.0,0.0,0.0,3.0,0.154,5.0,0.333,5.0,2.0,2.0,20.0,10.0,24.0,25.0,4.0,6.25,5.0,10.0,6.0,13.0,18.0,28.0,2.0,3.0,1.0,3.0,0.0,E
113.0,74.0,0.0,2.0,38.0,2.0,0.0,664.0,219.0,28.0,18368.0,5.0,35.0,26.0,52.0,1.0,1.0,2.0,0.263,16.0,0.222,20.0,5.0,2.0,16.0,28.0,67.0,124.0,10.0,12.4,18.0,20.0,6.0,13.0,16.0,111.0,6.0,3.0,0.0,3.0,4.0,B
137.0,64.11183550610791,0.0,2.0,38.0,3.0,0.0,832.0,253.0,52.0,13519.0,5.0,35.0,33.0,34.0,1.0,12.0,1.0,0.105,25.0,0.1,20.0,2.0,1.0,16.0,32.0,75.0,172.0,14.0,12.29,25.0,30.0,5.0,12.0,16.0,126.0,10.0,3.0,0.0,3.0,0.0,B
113.0,61.3131870299798,0.0,1.0,42.0,4.1848451695453175,0.0,877.0,293.0,61.0,13707.0,0.0,39.0,23.0,56.0,0.0,0.0,1.0,0.111,16.5,0.222,16.5,2.0,2.0,24.0,25.0,60.0,92.0,9.0,10.22,12.0,16.0,5.0,11.0,24.0,105.0,7.0,1.0,0.0,2.0,0.0,E
89.0,54.0,0.0,3.0,51.0,1.0,20.0,387.0,201.0,84.0,6651.0,0.0,25.0,31.0,29.0,1.0,1.0,3.0,0.2,7.67,0.429,7.67,3.0,3.0,17.0,20.0,56.0,63.0,11.0,5.73,7.0,3.0,5.0,11.0,15.0,81.0,9.0,1.0,1.0,0.0,4.0,E
53.0,48.0,0.0,1.0,35.0,7.0,0.0,977.0,507.0,79.0,20794.0,0.0,27.0,48.0,20.0,0.0,0.0,1.0,0.1,17.0,0.0,0.0,2.0,0.0,18.0,16.0,39.0,46.0,4.0,11.5,13.0,18.0,6.0,12.0,18.0,52.0,0.0,3.0,0.0,3.0,0.0,C
89.0,77.0,0.0,3.0,32.0,2.0,13.0,355.0,123.0,21.0,6552.0,0.0,32.0,6.0,55.0,1.0,11.0,1.0,0.118,12.5,0.14300000000000002,10.0,2.0,1.0,18.0,18.0,50.0,51.0,6.0,8.5,12.0,15.0,4.0,13.0,18.0,89.0,4.0,0.0,0.0,0.0,0.0,C
89.0,57.0,0.0,1.0,22.0,3.827669838161412,0.0,1333.0,162.0,14.0,4738.0,0.0,3.0,27.0,0.0,0.0,0.0,3.0,0.211,12.25,0.25,13.5,4.0,2.0,16.0,19.0,52.0,69.0,8.0,8.63,9.0,14.0,6.0,14.0,16.0,80.0,4.0,0.0,0.0,2.0,0.0,D
125.0,63.0,0.0,2.0,47.0,4.0,0.0,468.0,228.0,78.0,10910.0,0.0,29.0,25.0,45.0,0.0,0.0,1.0,0.1,25.0,0.091,25.0,2.0,1.0,20.0,30.0,70.0,172.0,8.0,21.5,15.0,25.0,6.0,13.0,20.0,124.0,5.0,1.0,1.0,0.0,0.0,B
137.0,80.0,0.0,3.0,51.0,3.0,7.0,420.0,225.0,81.0,9634.0,0.0,27.0,24.0,31.0,1.0,1.0,3.0,0.263,4.6,0.125,5.0,5.0,1.0,19.0,29.0,68.0,98.0,20.0,4.9,2.0,3.0,4.0,9.0,19.0,126.0,11.0,1.0,1.0,0.0,4.0,E
113.0,45.0,0.0,2.0,36.0,5.0,0.0,866.0,399.0,88.0,10550.0,0.0,35.0,32.0,27.0,0.0,0.0,1.0,0.063,17.0,0.16699999999999998,17.0,1.0,1.0,23.0,16.0,42.0,49.0,6.0,8.17,12.0,17.0,4.0,10.0,23.0,109.0,3.0,3.0,0.0,3.0,0.0,B
89.0,64.0,0.0,2.0,40.0,3.643753774562652,0.0,381.0,284.0,77.0,11085.0,0.0,19.0,47.0,21.0,1.0,0.0,2.0,0.273,14.83,0.182,14.0,6.0,2.0,16.0,24.0,60.0,141.0,14.0,10.07,15.0,17.0,6.0,15.0,16.0,81.0,5.0,3.0,0.0,2.0,0.0,C
89.0,45.0,0.0,2.0,40.0,4.0,23.0,916.0,416.0,94.0,14496.0,0.0,22.0,49.0,12.0,0.0,0.0,1.0,0.136,13.33,0.182,15.0,3.0,2.0,23.0,26.0,62.0,109.0,10.0,10.9,12.0,15.0,6.0,12.0,23.0,88.0,3.0,3.0,1.0,1.0,0.0,C
89.0,55.0,0.0,3.0,41.0,6.0,0.0,400.0,167.0,61.0,8550.0,1.0,29.0,35.0,37.0,1.0,5.0,1.0,0.095,15.0,0.0,0.0,2.0,0.0,26.0,22.0,59.0,73.0,7.0,10.43,17.0,20.0,5.0,10.0,26.0,87.0,2.0,3.0,1.0,0.0,0.0,C
137.0,65.36672482436704,0.0,2.0,36.0,2.0,0.0,477.0,256.0,76.0,10621.0,0.0,32.0,27.0,44.0,1.0,0.0,1.0,0.056,11.0,0.0,0.0,1.0,0.0,19.0,29.0,71.0,94.0,16.0,5.88,8.0,11.0,4.0,11.0,19.0,128.0,10.0,3.0,0.0,3.0,0.0,D
41.0,53.0,0.0,2.0,36.0,3.0,3.0,551.0,247.0,76.0,12254.0,0.0,34.0,40.0,49.0,0.0,0.0,4.0,0.294,3.72,0.125,3.0,5.0,1.0,18.0,13.0,35.0,29.6,9.0,3.29,3.6,3.0,6.0,13.0,18.0,43.0,2.0,3.0,1.0,0.0,0.0,E
65.0,53.0,0.0,1.0,14.0,7.0,2.0,1419.0,661.0,95.0,23212.0,0.0,32.0,50.0,19.0,0.0,0.0,2.0,0.231,12.33,0.4,13.5,3.0,2.0,16.0,14.0,39.0,45.0,5.0,9.0,12.0,15.0,6.0,14.0,16.0,65.0,4.0,2.0,0.0,0.0,0.0,C
29.0,37.0,0.0,2.0,40.0,3.0,0.0,682.0,366.0,82.0,14538.0,0.0,27.0,29.0,26.0,1.0,0.0,4.0,0.467,7.71,0.75,7.33,7.0,6.0,16.0,12.0,29.0,64.0,8.0,8.0,5.0,7.0,6.0,14.0,16.0,29.0,6.0,3.0,0.0,0.0,0.0,E
29.0,53.0,0.0,2.0,40.0,4.0,0.0,682.0,366.0,82.0,14538.0,0.0,27.0,29.0,26.0,0.0,0.0,2.0,0.214,9.67,0.333,10.0,3.0,2.0,17.0,9.0,22.0,29.0,3.0,9.67,10.0,15.0,5.0,11.0,17.0,30.0,2.0,3.0,0.0,0.0,0.0,C
101.0,66.0,0.0,1.0,23.0,5.0,14.0,1974.0,433.0,89.0,26435.0,0.0,60.0,5.0,74.0,1.0,0.0,2.0,0.118,15.0,0.14300000000000002,15.0,2.0,1.0,18.0,23.0,56.0,62.0,6.0,10.33,12.0,15.0,6.0,14.0,18.0,98.0,4.0,0.0,1.0,0.0,0.0,C
29.0,45.0,0.0,2.0,39.0,4.0,5.0,548.0,289.0,82.0,11933.0,2.0,29.0,12.0,45.0,0.0,0.0,2.0,0.231,11.67,0.16699999999999998,5.0,3.0,1.0,18.0,10.0,24.0,35.0,3.0,11.67,15.0,10.0,6.0,13.0,18.0,28.0,1.0,3.0,0.0,0.0,0.0,B
65.0,61.59027714824757,0.0,2.0,36.0,1.0,0.0,473.0,259.0,72.0,11727.0,0.0,32.0,34.0,31.0,0.0,0.0,3.0,0.111,10.0,0.14300000000000002,10.0,2.0,1.0,18.0,14.0,39.0,43.0,6.0,7.17,6.0,10.0,6.0,12.0,18.0,56.0,2.0,3.0,1.0,3.0,0.0,E
125.0,60.279698610065566,0.0,1.0,35.0,5.0,10.0,761.0,396.0,78.0,15429.0,0.0,32.0,34.0,25.0,1.0,0.0,4.0,0.333,7.71,0.5,8.0,7.0,5.0,16.0,28.0,62.0,97.0,15.0,6.47,8.0,7.0,6.0,13.0,16.0,122.0,12.0,3.0,0.0,0.0,0.0,C
101.0,51.0,0.0,2.0,49.0,6.0,0.0,482.0,273.0,56.0,10431.0,0.0,31.0,32.0,34.0,0.0,0.0,1.0,0.231,16.0,0.222,15.5,3.0,2.0,23.0,20.0,41.0,107.0,10.0,10.7,14.0,16.0,5.0,8.0,23.0,92.0,6.0,1.0,1.0,3.0,0.0,C
29.0,53.0,0.0,2.0,49.0,3.0,0.0,545.0,302.0,86.0,12022.0,0.0,36.0,28.0,42.0,0.0,0.0,1.0,0.077,20.0,0.0,0.0,1.0,0.0,19.0,8.0,21.0,30.0,2.0,15.0,10.0,20.0,4.0,10.0,19.0,30.0,0.0,1.0,0.0,3.0,0.0,B
101.0,45.0,0.0,2.0,40.0,3.0,0.0,651.0,310.0,85.0,12428.0,0.0,32.0,34.0,21.0,1.0,1.0,2.0,0.222,10.5,0.333,10.0,4.0,3.0,19.0,26.0,66.0,137.0,18.0,7.61,7.0,12.0,6.0,12.0,19.0,98.0,10.0,3.0,1.0,3.0,4.0,D
29.0,50.0,0.0,2.0,39.0,4.0,0.0,474.0,282.0,87.0,9849.0,0.0,24.0,39.0,17.0,0.0,0.0,1.0,0.1,20.0,0.25,20.0,1.0,1.0,24.0,6.0,15.0,20.0,1.0,20.0,0.0,20.0,3.0,7.0,24.0,24.0,1.0,3.0,0.0,0.0,3.0,E
137.0,42.0,0.0,2.0,43.0,3.0,3.0,482.0,239.0,73.0,11149.0,0.0,26.0,26.0,36.0,1.0,1.0,4.0,0.5,5.2,0.545,5.0,10.0,6.0,19.0,32.0,77.0,213.0,42.0,5.07,4.0,5.0,5.0,11.0,19.0,115.0,19.0,1.0,1.0,0.0,4.0,E
89.0,35.0,0.0,2.0,36.0,1.0,1.0,524.0,217.0,68.0,11775.0,2.0,22.0,26.0,34.0,0.0,0.0,1.0,0.16699999999999998,11.0,0.111,9.0,3.0,1.0,19.0,21.0,56.0,69.0,9.0,7.67,10.0,15.0,6.0,13.0,19.0,86.0,3.0,3.0,1.0,0.0,0.0,B
113.0,49.0,0.0,2.0,49.0,3.829842838028304,0.0,803.0,333.0,84.0,14356.0,0.0,22.0,42.0,23.0,1.0,1.0,3.0,0.19,6.0,0.182,7.0,4.0,2.0,17.0,28.0,67.0,99.0,17.0,5.82,5.0,7.0,6.0,13.0,17.0,104.0,10.0,1.0,0.0,2.0,4.0,E
137.0,76.0,0.0,1.0,34.0,1.0,1.0,499.0,214.0,62.0,8425.0,1.0,38.0,24.0,32.0,1.0,1.0,3.0,0.316,4.17,0.4,3.75,6.0,4.0,18.0,30.0,70.0,119.0,30.0,3.97,3.0,4.0,5.0,10.0,18.0,131.0,17.0,3.0,1.0,0.0,4.0,E
65.0,46.0,0.0,1.0,35.0,7.0,0.0,1823.0,544.0,89.0,21265.0,0.0,40.0,33.0,31.0,0.0,0.0,1.0,0.091,15.0,0.0,0.0,2.0,0.0,25.0,20.0,46.0,72.0,6.0,12.0,5.0,15.0,6.0,11.0,25.0,57.0,3.0,3.0,0.0,3.0,0.0,B
101.0,70.0,0.0,2.0,40.0,6.0,1.0,799.0,429.0,95.0,15469.0,0.0,59.0,51.0,20.0,1.0,1.0,4.0,0.409,10.0,0.455,10.0,9.0,5.0,22.0,26.0,66.0,219.0,24.0,9.13,7.0,10.0,6.0,14.0,22.0,93.0,14.0,3.0,1.0,0.0,4.0,D
17.0,76.0,0.0,1.0,35.0,4.0,1.0,747.0,369.0,89.0,18371.0,0.0,51.0,24.0,54.0,0.0,0.0,1.0,0.25,15.0,0.5,15.0,1.0,1.0,19.0,5.0,11.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,19.0,19.0,1.0,3.0,1.0,0.0,2.0,C
29.0,53.19910825096246,0.0,2.0,47.0,3.2757502680106976,0.0,407.0,157.0,66.0,7762.0,1.0,16.0,30.0,25.0,0.0,0.0,3.0,0.273,16.67,0.4,20.0,3.0,2.0,17.0,9.0,25.0,50.0,3.0,16.67,10.0,20.0,6.0,16.0,17.0,24.0,2.0,1.0,0.0,2.0,3.0,B
89.0,66.0,0.0,1.0,34.0,4.0,0.0,1014.0,313.0,56.0,19264.0,12.0,39.0,45.0,38.0,1.0,1.0,4.0,0.238,7.8,0.091,10.0,5.0,1.0,15.0,25.0,62.0,122.0,19.0,6.42,7.0,8.0,6.0,14.0,15.0,79.0,7.0,3.0,1.0,3.0,4.0,D
77.0,74.0,0.0,1.0,23.0,7.0,0.0,2535.0,466.0,89.0,29484.0,0.0,50.0,16.0,57.0,0.0,0.0,3.0,0.118,11.0,0.14300000000000002,12.0,2.0,1.0,18.0,18.0,52.0,71.0,6.0,11.83,21.0,10.0,6.0,17.0,18.0,76.0,2.0,0.0,1.0,3.0,0.0,C
89.0,48.0,0.0,2.0,27.0,6.0,4.0,899.0,489.0,91.0,16749.0,4.0,32.0,45.0,23.0,0.0,0.0,1.0,0.1,17.5,0.111,15.0,2.0,1.0,18.0,20.0,52.0,63.0,6.0,10.5,17.0,20.0,6.0,15.0,18.0,79.0,3.0,0.0,1.0,0.0,0.0,C
89.0,56.0,0.0,2.0,27.0,3.0,5.0,802.0,479.0,90.0,16469.0,1.0,29.0,32.0,19.0,1.0,1.0,4.0,0.3,15.0,0.182,14.0,6.0,2.0,18.0,26.0,64.0,188.0,17.0,11.06,15.0,14.0,6.0,15.0,18.0,89.0,9.0,0.0,0.0,0.0,4.0,C
89.0,83.0,0.0,1.0,11.0,5.0,16.0,1201.0,317.0,55.0,19960.0,1.0,34.0,22.0,49.0,1.0,0.0,1.0,0.083,15.0,0.0,0.0,1.0,0.0,16.0,13.0,34.0,86.0,11.0,7.82,12.0,15.0,2.0,6.0,16.0,92.0,6.0,2.0,1.0,0.0,0.0,B
29.0,56.66790784453965,0.0,3.0,30.0,1.9134725588215449,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,24.0,1.0,0.0,4.0,0.417,7.0,0.667,7.25,5.0,4.0,17.0,10.0,25.0,45.0,7.0,6.43,6.0,8.0,6.0,13.0,17.0,29.0,4.0,0.0,0.0,2.0,0.0,C
29.0,77.0,0.0,2.0,18.0,5.0,4.0,553.0,325.0,73.0,11881.0,0.0,29.0,44.0,25.0,1.0,0.0,4.0,0.333,7.2,0.429,6.33,5.0,3.0,19.0,11.0,27.0,36.0,5.0,7.2,5.0,10.0,6.0,13.0,19.0,33.0,3.0,2.0,1.0,0.0,0.0,D
65.0,73.0,0.0,2.0,18.0,1.0,10.0,685.0,409.0,89.0,12546.0,0.0,21.0,53.0,8.0,1.0,1.0,3.0,0.278,10.6,0.5,10.6,5.0,5.0,21.0,19.0,46.0,94.0,10.0,9.4,7.0,12.0,6.0,14.0,21.0,57.0,8.0,2.0,1.0,0.0,4.0,D
89.0,62.483115845383104,0.0,1.0,23.0,5.0,5.0,721.0,302.0,86.0,12474.0,0.0,44.0,16.0,62.0,1.0,0.0,2.0,0.16699999999999998,11.67,0.25,13.5,3.0,2.0,16.0,21.0,57.0,71.0,8.0,8.88,10.0,15.0,5.0,13.0,16.0,88.0,6.0,0.0,1.0,0.0,0.0,B
17.0,29.0,0.0,2.0,40.0,3.0,1.0,804.0,366.0,55.0,15041.0,1.0,30.0,40.0,23.0,0.0,0.0,1.0,0.2,15.0,0.5,15.0,1.0,1.0,17.0,5.0,13.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,17.0,17.0,1.0,3.0,1.0,0.0,2.0,B
